"統一編號","公司名稱","公司地址","公司狀態"
"28185226","台灣創新發展股份有限公司","臺北市士林區至善路2段11號1樓","01"
"50753356","泓策創業投資股份有限公司","臺北市信義區松高路1號4樓","01"
"68921101","京城商業銀行股份有限公司","臺南市中西區西門路1段506號","01"
"33085508","正隆股份有限公司","新北市板橋區民生路1段1號","01"
"14053007","潤泰全球股份有限公司","臺北市中山區八德路二段308號13樓之1","01"
"70789634","台新人壽保險股份有限公司","臺北市松山區南京東路五段161號10樓","01"
"94025264","中華紙漿股份有限公司","花蓮縣吉安鄉光華村光華街100號","01"
"03064421","中央投資股份有限公司","臺北市中山區八德路2段232號6樓","01"
"16744338","開發國際投資股份有限公司","臺北市松山區敦化北路135號8樓","01"
"12205020","中環股份有限公司","臺北市中山區民權西路53號15樓","01"
"50757389","泓勝投資股份有限公司","臺北市信義區松高路1號4樓","01"
"23641822","鄉林建設事業股份有限公司","臺中市西區忠明里臺灣大道2段408號1樓","01"
"50759485","泓順投資股份有限公司","臺北市信義區松高路1號4樓","01"
"66807809","茂德國際投資股份有限公司","新北市新店區安興路115號14樓之6","01"
"03358805","保誠人壽保險股份有限公司","臺北市信義區松智路1號8樓","01"
"80031413","遠東資源開發股份有限公司","臺北市大安區敦化南路二段207號34樓","01"
"03489200","裕隆汽車製造股份有限公司","苗栗縣三義鄉西湖村伯公坑39號之1","01"
"04406559","長榮國際儲運股份有限公司","桃園市桃園區經國路899號","01"
"70808864","台灣金聯資產管理股份有限公司","臺北市中山區中吉里南京東路二段85、87號11、12樓","01"
"27998148","中租汽車租賃股份有限公司","臺北市內湖區瑞光路362號5樓","01"
"22555003","統一超商股份有限公司","臺北市松山區東興路8號8樓","01"
"33405832","德州儀器工業股份有限公司","新北市中和區興南路1段142號","01"
"28754606","大成國際鋼鐵股份有限公司","臺南市仁德區義林路122號B棟","01"
"12526607","和桐化學股份有限公司","高雄市仁武區竹後里竹工二巷1號","01"
"84611899","深耕開發股份有限公司","臺北市中正區忠孝東路一段152號2樓","01"
"16694999","泛喬股份有限公司","高雄市大樹區學城路1段9號3樓","01"
"83504978","將來商業銀行股份有限公司","臺北市大安區敦化南路二段95號6、7、8、9樓","01"
"01456219","中央存款保險股份有限公司","臺北市中正區龍福里南海路3號11樓","01"
"83794245","樂天國際商業銀行股份有限公司","臺北市中山區松江路433號11樓","01"
"96978370","統正開發股份有限公司","高雄市前鎮區中華五路789號","01"
"84894989","台北大眾捷運股份有限公司","臺北市中山區民安里15鄰中山北路二段48巷7號1、2、4、5、6、7樓","01"
"07663290","力麗企業股份有限公司","臺北市中山區松江路162號11樓","01"
"22491640","櫻花建設股份有限公司","臺中市西區民龍里臺灣大道二段239號4樓","01"
"34149369","潤隆建設股份有限公司","臺北市中山區樂群二路267號8樓","01"
"63400932","豐泰企業股份有限公司","雲林縣斗六市科工八路52號","01"
"04382114","國際中橡投資控股股份有限公司","臺北市中山區中山北路二段113號8樓","01"
"03795101","台灣肥料股份有限公司","臺北市南港區經貿一路170號17樓","01"
"16441411","華瑋投資股份有限公司","臺北市北投區光明路167號7樓之2","01"
"28991447","欣光華股份有限公司","臺北市中山區八德路2段232號5樓","01"
"03701104","台灣土地開發股份有限公司","臺北市士林區至善路2段11號1樓","01"
"49744324","如興股份有限公司","臺北市松山區復興北路57號13樓之4","01"
"12373243","日勝生活科技股份有限公司","臺北市大同區市民大道1段209號14樓","01"
"59619900","建大工業股份有限公司","彰化縣員林市中山路一段146號","01"
"83404181","聖世股份有限公司","臺北市中山區松江路192號5樓","01"
"16441480","華旭投資股份有限公司","臺北市北投區光明路167號7樓之2","01"
"90543862","環球能源股份有限公司","臺北市松山區敦化北路122號7樓","01"
"97160544","漢翔航空工業股份有限公司","臺中市西屯區西平里24鄰漢翔路1號","01"
"54165289","富崴能源股份有限公司","新北市土城區中央路4段49號","01"
"16434734","華毓投資股份有限公司","臺北市北投區光明路167號7樓之2","01"
"89002500","台灣恩智浦半導體股份有限公司","高雄市楠梓區經五路10號","01"
"97168102","聯聚國際投資股份有限公司","臺北市內湖區基湖路37號12樓","01"
"22102473","佳格食品股份有限公司","臺北市內湖區瑞光路610號10樓","01"
"33955322","力鵬企業股份有限公司","臺北市中山區松江路162號6樓","01"
"50869130","台灣連線金融科技股份有限公司","臺北市內湖區瑞光路333號7樓","01"
"73008303","大成長城企業股份有限公司","臺南市永康區蔦松里蔦松二街3號","01"
"14057995","東聯化學股份有限公司","臺北市松山區復興北路101號13樓","01"
"24802992","焱元投資股份有限公司","臺北市大安區敦化南路2段77號15樓","01"
"05155853","研華股份有限公司","臺北市內湖區瑞光路26巷20弄1號","01"
"12341051","康舒科技股份有限公司","臺北市松山區南京東路五段99號11樓","01"
"27227466","運鴻投資股份有限公司","高雄市前鎮區成功二路88號26樓","01"
"39054405","李長榮化學工業股份有限公司","高雄市小港區中林路3號","01"
"53663724","鑽石生技投資股份有限公司","臺北市中正區忠孝西路一段66號35樓","01"
"47067419","裕民航運股份有限公司","臺北市大安區敦化南路2段207號2樓","01"
"22178368","微星科技股份有限公司","新北市中和區立德街69號","01"
"96971313","中鋼鋁業股份有限公司","高雄市小港區東林路17號","01"
"11059409","大華建設股份有限公司","臺北市內湖區成功路5段460號16樓","01"
"23116897","德勤投資股份有限公司","臺北市大安區敦化南路二段207號31樓","01"
"11520909","南港輪胎股份有限公司","臺北市大安區仁愛路3段136號6樓608室","01"
"16003518","宏達國際電子股份有限公司","桃園市桃園區興華路23號","01"
"89283591","安聯人壽保險股份有限公司","臺北市信義區信義路五段100號5樓","01"
"24482029","朝隆投資股份有限公司","臺北市士林區福林路203號","01"
"21257316","太平洋崇光百貨股份有限公司","臺北市大安區忠孝東路4段45號地下1樓至地下3樓、1樓至13樓","01"
"73735839","伊頓飛瑞慕品股份有限公司","臺南市關廟區埤頭里保東路269之1號","01"
"03553737","台橡股份有限公司","高雄市大社區興工路2號","01"
"03353007","益航股份有限公司","臺北市大安區復興南路2段237號14樓","01"
"28993629","欣陸投資控股股份有限公司","臺北市大安區敦化南路二段95號23樓","01"
"54719248","樺成國際投資股份有限公司","新北市中和區建康路10號6樓","01"
"03516001","台元紡織股份有限公司","臺北市大安區敦化南路二段2號8樓","01"
"47006693","奇力新電子股份有限公司","桃園市平鎮區南豐路270號","01"
"86687839","信宇投資股份有限公司","臺北市信義區基隆路1段200號23樓","01"
"20817282","中鼎工程股份有限公司","臺北市士林區中山北路六段89號","01"
"83715208","中合電業股份有限公司","臺北市內湖區瑞光路362號8樓","01"
"70750217","精金科技股份有限公司","臺南市善化區北園一路7號","01"
"70377128","太平洋流通投資股份有限公司","臺北市大安區仁愛路4段64號7樓","01"
"11081991","中央再保險股份有限公司","臺北市中山區南京東路二段53號11、12樓","01"
"83271725","統流開發股份有限公司","臺南市永康區自強路340號1樓","01"
"51559801","星耀能源股份有限公司","新竹縣湖口鄉光復北路20-1號4樓","01"
"53917754","青石板投資股份有限公司","臺北市中山區樂群二路267號8樓之1","01"
"24004006","三陽工業股份有限公司","新竹縣湖口鄉鳳山村1鄰中華路3號","01"
"16450993","理想大地股份有限公司","花蓮縣壽豐鄉理想路1號","01"
"16130161","台灣神隆股份有限公司","臺南市善化區南科八路1號","01"
"23416851","中國信託綜合證券股份有限公司","臺北市南港區經貿二路168號3樓","01"
"11892801","嘉新水泥股份有限公司","臺北市中山區中山北路二段96號","01"
"07525207","台灣農林股份有限公司","新竹縣湖口鄉鳳山村1鄰中華路3號","01"
"16597005","利億國際投資股份有限公司","新北市新店區復興里北新路三段207-1號15樓","01"
"04673318","遠雄建設事業股份有限公司","臺北市信義區基隆路一段200號16樓","01"
"83479176","沃旭東南大彰化控股股份有限公司","臺北市信義區松智路1號19樓","01"
"23527104","台灣國際航電股份有限公司","新北市汐止區樟樹二路68號6樓","01"
"23474232","臺灣集中保管結算所股份有限公司","臺北市松山區復興北路363號11樓","01"
"12029805","寶祥實業建設股份有限公司","臺北市中山區新生北路3段1號3樓之6","01"
"68035907","大亞電線電纜股份有限公司","臺南市關廟區關廟里中山路二段249號","01"
"27238999","上揚資產管理股份有限公司","臺北市內湖區南京東路6段386號3樓之1","01"
"27236155","國泰綜合證券股份有限公司","臺北市大安區虎嘯里敦化南路二段333號18樓、20樓暨335號6樓、18樓、20樓、21樓、22樓暨39號2樓暨218號4樓、7樓","01"
"86690644","力麒建設股份有限公司","臺北市中山區吉林路99號8樓","01"
"25187642","桃園航空城股份有限公司","桃園市桃園區光興里縣府路1號","01"
"20954200","群光電子股份有限公司","新北市三重區光復路2段69號","01"
"89400818","昇恒昌股份有限公司","臺北市內湖區石潭里金莊路129號","01"
"13124428","亞普投資股份有限公司","臺北市中山區中山北路2段21號2樓","01"
"16082267","力成科技股份有限公司","新竹縣湖口鄉新竹工業區大同路10號","01"
"86754604","日觀實業股份有限公司","新北市新店區北新路3段219號16樓","01"
"53684538","築禾建設股份有限公司","新北市五股區成泰路1段2號7樓","01"
"12859914","高品股份有限公司","臺北市南港區經貿一路170號12樓","01"
"70757366","遠通投資股份有限公司","臺北市大安區敦化南路2段207號34樓","01"
"16130009","頎邦科技股份有限公司","新竹科學園區新竹市力行五路3號","01"
"22662550","家福股份有限公司","臺北市萬華區桂林路1號地下1層","01"
"23638777","華碩電腦股份有限公司","臺北市北投區立德路15號1樓","01"
"80342922","旭達投資股份有限公司","臺北市內湖區內湖路一段91巷15-2號7樓","01"
"89004161","華泰電子股份有限公司","高雄市楠梓區中三街9號","01"
"83202930","富采投資控股股份有限公司","新竹市東區自由路67號9樓之1","01"
"22354940","信義房屋股份有限公司","臺北市信義區信義路5段100號","01"
"03064800","太平洋電線電纜股份有限公司","桃園市楊梅區快速路5段858號","01"
"23473986","長春投資股份有限公司","臺北市中山區八德路2段308號11樓之1","01"
"86685142","台灣汽電共生股份有限公司","臺北市內湖區瑞光路392號6樓","01"
"75280209","東和鋼鐵企業股份有限公司","臺北市中山區長安東路1段9號6樓","01"
"07057442","六和化工股份有限公司","臺北市中山區德惠街9號6樓","01"
"16130042","南茂科技股份有限公司","新竹科學園區新竹縣研發一路1號","01"
"18606304","晟德大藥廠股份有限公司","臺北市南港區園區街3之2號7樓","01"
"27093207","潤華染織廠股份有限公司","臺北市中山區八德路2段308號11樓之1","01"
"16844548","和潤企業股份有限公司","臺北市內湖區瑞光路605號10樓","01"
"11384806","長春石油化學股份有限公司","臺北市中山區松江路301號7樓","01"
"80031342","台新創業投資股份有限公司","臺北市大安區仁愛路四段118號18樓","01"
"13006301","台灣艾司摩爾股份有限公司","新竹市公道五路三段1號11樓之1","01"
"05637971","燿華電子股份有限公司","新北市土城區中山路4巷3號","01"
"91103906","哥本哈根基礎設施渢妙股份有限公司","臺北市信義區忠孝東路五段68號26樓","01"
"22817999","宏遠興業股份有限公司","臺南市山上區明和里256號","01"
"23218873","錸德科技股份有限公司","新竹縣湖口鄉中興村光復北路42號","01"
"23534956","台新綜合證券股份有限公司","臺北市中山區中山北路二段44號2樓","01"
"14040691","中美和石油化學股份有限公司","臺北市內湖區堤頂大道2段413號6樓","01"
"28990860","合作金庫人壽保險股份有限公司","臺北市中山區南京東路二段85、87號5樓","01"
"07568009","環球水泥股份有限公司","臺北市中山區中央里南京東路2段125號10樓","01"
"69905810","可成科技股份有限公司","臺南市永康區仁愛街398號","01"
"28421946","高明貨櫃碼頭股份有限公司","高雄市小港區南星路2800號","01"
"28440795","富敦開發股份有限公司","臺北市松山區敦化北路167號18樓","01"
"84929896","瑞軒科技股份有限公司","新北市中和區連城路268號17樓","01"
"35894259","炎洲股份有限公司","臺北市內湖區行善路397號7樓","01"
"16744111","財金資訊股份有限公司","臺北市內湖區明湖里康寧路三段81號","01"
"22355027","品佳股份有限公司","臺北市南港區經貿二路189號18樓","01"
"22044755","技嘉科技股份有限公司","新北市新店區寶強路6號5樓","01"
"70542231","永達建設股份有限公司","臺北市中山區南京東路2段6號9樓","01"
"28996610","大陸建設股份有限公司","臺北市大安區敦化南路二段95號12樓","01"
"53657716","日鼎水務企業股份有限公司","桃園市蘆竹區富華路1段177號","01"
"23504361","達運精密工業股份有限公司","新竹縣湖口鄉光復北路20-1號","01"
"80445574","揚信科技股份有限公司","高雄市前鎮區成功二路25號2樓","01"
"22955774","華南永昌綜合證券股份有限公司","臺北市松山區民生東路4段54號4樓、4樓之2至4樓之12、5樓、7樓之3、7樓之9、7樓之10","01"
"42612170","泰賀投資股份有限公司","臺北市松山區慶城街67號8樓","01"
"22959223","第一金證券股份有限公司","臺北市中山區長安東路一段22號4樓","01"
"23528130","裕融企業股份有限公司","臺北市大安區敦化南路二段2號15樓","01"
"11529802","春源鋼鐵工業股份有限公司","臺北市中山區復興北路502號6樓、6樓之1、7樓、7樓之1","01"
"80355806","中國信託創業投資股份有限公司","臺北市南港區經貿二路168號21樓","01"
"16096804","南亞電路板股份有限公司","臺北市內湖區石潭里南京東路六段390號7樓","01"
"70817744","全球人壽保險股份有限公司","臺北市信義區市民大道六段288號16樓","01"
"84302177","詮鼎科技股份有限公司","臺北市南港區經貿二路189號13樓","01"
"07406808","華隆股份有限公司","苗栗縣頭份市自立街81號2樓","01"
"47238650","中美矽晶製品股份有限公司","新竹科學園區新竹市工業東二路8號4樓","01"
"80698388","尊爵投資股份有限公司","臺北市中山區南京東路2段77號13樓","01"
"79460007","華榮電線電纜股份有限公司","高雄市前金區中正四路170號","01"
"09424319","藍天電腦股份有限公司","新北市新莊區思源路555號35樓","01"
"80657035","永鼎建設股份有限公司","臺北市中山區南京東路二段6號9樓","01"
"54368658","日煙國際製造股份有限公司","臺北市信義區西村里松仁路32號7樓","01"
"22190686","愛山林建設開發股份有限公司","臺北市中山區龍江路128號2樓","01"
"23824511","康和綜合證券股份有限公司","臺北市信義區基隆路一段176號地下1樓、9樓部分、10樓部分、14樓部分、15樓","01"
"16092130","臺灣期貨交易所股份有限公司","臺北市中正區羅斯福路二段100號14樓","01"
"53090297","頂率開發股份有限公司","新北市新莊區富貴路178號14樓","01"
"22099532","神基控股股份有限公司","桃園市龜山區文化里文化二路200號1樓","01"
"84449897","宏誠創業投資股份有限公司","臺北市內湖區內湖路1段120巷17號5樓","01"
"89961389","亞昕國際開發股份有限公司","新北市新莊區思源路555號30樓","01"
"53742283","泰翔投資股份有限公司","臺北市信義區松仁路101號1樓","01"
"23222200","寶座投資股份有限公司","臺北市信義區松仁路101號","01"
"84149955","聯詠科技股份有限公司","新竹科學園區新竹縣寶山鄉創新一路13號2樓","01"
"84252697","榮剛材料科技股份有限公司","臺南市新營區新中路35號1樓","01"
"22099189","友訊科技股份有限公司","臺北市內湖區新湖三路289號","01"
"24937555","大同智能股份有限公司","臺北市中山區中山北路三段22號","01"
"24483575","泰發投資股份有限公司","臺北市松山區慶城街63號16樓","01"
"81157852","寶成建設股份有限公司","高雄市前鎮區民權二路8號10樓之1","01"
"96975508","中盈投資開發股份有限公司","高雄市前鎮區成功二路88號26樓","01"
"86980046","嘉聯益科技股份有限公司","新北市樹林區博愛街248號","01"
"43787872","光洋應用材料科技股份有限公司","臺南市安南區工業三路1號","01"
"16634206","東安投資股份有限公司","臺北市南港區三重路19-8號6樓","01"
"20747385","亞洲聚合股份有限公司","高雄市林園區工業一路3號","01"
"90505585","鴻揚半導體股份有限公司","新竹科學園區新竹市研新三路3號","01"
"23821182","凌陽科技股份有限公司","新竹科學園區新竹縣創新一路19號1樓","01"
"68326665","東陽實業廠股份有限公司","臺南市安南區安和路2段98號","01"
"29508603","大同資產開發股份有限公司","臺北市中山區中山北路三段22號","01"
"70555349","中天生物科技股份有限公司","臺北市南港區三重里園區街3號14樓之1","01"
"23222476","泰盛投資股份有限公司","臺北市松山區慶城街63號16樓","01"
"11812103","新興航運股份有限公司","臺北市大安區復興南路1段368號14樓","01"
"28426962","第一金人壽保險股份有限公司","臺北市信義區信義路四段456號13樓","01"
"75195800","光陽工業股份有限公司","高雄市三民區灣興街35號","01"
"83566376","台灣風能投資股份有限公司","臺北市信義區忠孝東路5段68號26樓","01"
"55389357","豐興鋼鐵股份有限公司","臺中市后里區墩北里9鄰甲后路一段998號","01"
"11686106","華夏海灣塑膠股份有限公司","臺北市內湖區基湖路37號12樓","01"
"90218042","金仁寶總部資產開發股份有限公司","臺北市內湖區瑞光路581號及581之1號","01"
"16138282","合晶科技股份有限公司","新竹科學園區桃園市龍潭區龍園一路100號","01"
"83078600","東南水泥股份有限公司","高雄市前金區五褔三路21號4樓之1","01"
"27790294","誠美材料科技股份有限公司","臺南市善化區南關里木柵港西路13號","01"
"96976990","嘉惠電力股份有限公司","嘉義縣民雄鄉松山村4鄰松子腳688號","01"
"54918078","台北雙星股份有限公司","新北市新莊區思源路555號36樓","01"
"05126366","超豐電子股份有限公司","苗栗縣竹南鎮佳興里公義路136號","01"
"90275367","海龍二號風電股份有限公司","彰化縣彰化市中山路1段375號12樓","01"
"22099287","智邦科技股份有限公司","新竹縣竹北市北興里智慧一路1號","01"
"22764579","新鑫股份有限公司","臺北市大安區敦化南路2段2號14樓","01"
"22449566","精英電腦股份有限公司","臺北市中山區中山北路三段22-1號9樓","01"
"03251108","和泰汽車股份有限公司","臺北市中山區松江路121號8~14樓","01"
"86870786","威盛電子股份有限公司","新北市新店區中正路535號8樓","01"
"22368959","至上電子股份有限公司","臺北市內湖區港墘路183、185、187、189號6樓、185號6樓之1","01"
"84709324","翔韋投資股份有限公司","臺北市大安區敦化南路二段2號10樓","01"
"30900892","冠德建設股份有限公司","臺北市大安區和平東路3段131號2樓","01"
"03098415","中華汽車工業股份有限公司","臺北市大安區敦化南路2段2號11樓","01"
"70755199","遠百新世紀開發股份有限公司","新北市板橋區新站路16號18樓","01"
"85978401","裕鐵企業股份有限公司","高雄市燕巢區安招路639號","01"
"80344822","玉山創業投資股份有限公司","臺北市松山區民有里民生東路三段115號6樓","01"
"15458455","臺灣永光化學工業股份有限公司","臺北市大安區義安里敦化南路2段77號5~6樓","01"
"83057582","和拓電業股份有限公司","臺北市內湖區瑞光路362號8樓","01"
"35082604","中興紡織廠股份有限公司","臺北市信義區基隆路1段200號6樓之1","01"
"12800392","明泰科技股份有限公司","新竹科學園區新竹市力行七路8號","01"
"89398334","萬通票券金融股份有限公司","臺北市信義區興隆里15鄰忠孝東路四段560號11樓","01"
"16098325","鴻元國際投資股份有限公司","新北市新店區復興里北新路3段207-1號15樓","01"
"16631664","艾克爾國際科技股份有限公司","桃園市龍潭區中豐路高平段1號","01"
"28997300","元晶太陽能科技股份有限公司","新北市新店區復興里北新路3段225號8樓","01"
"70772036","英華達股份有限公司","新北市五股區五工五路37號","01"
"80328870","中華開發創業投資股份有限公司","臺北市松山區敦化北路135號12樓","01"
"80681817","友縳投資股份有限公司","新竹縣竹北市北崙里12鄰光明二街２５號4樓","01"
"04378961","金澄建設股份有限公司","臺北市中山區敬業一路192號5樓","01"
"43295237","集盛實業股份有限公司","桃園市龜山區新嶺里東萬壽路60號","01"
"75992214","燁興企業股份有限公司","高雄市岡山區寶米路369號","01"
"42571044","竹北新世紀購物中心股份有限公司","新竹縣竹北市莊敬北路18號","01"
"28202098","開泰豐國際股份有限公司","臺北市松山區松基里15鄰敦化北路158號","01"
"65008271","大成帝國工業股份有限公司","臺南市仁德區新田里義林路122號","01"
"54729132","凌耀科技股份有限公司","新北市新店區復興路43號6樓","01"
"20844865","台灣苯乙烯工業股份有限公司","臺北市中正區羅斯福路一段6號8樓之1","01"
"53577707","朕豪大酒店股份有限公司","高雄市鼓山區龍子里龍德新路222號","01"
"22554790","遠雄國際投資股份有限公司","臺北市信義區基隆路1段200號23樓之1","01"
"86379707","健鼎科技股份有限公司","桃園市平鎮區工業五路21號","01"
"12339246","茂宣企業股份有限公司","新北市中和區中正路738號4樓","01"
"27527029","萬達通實業股份有限公司","臺北市大同區市民大道1段209號13樓","01"
"11039306","士林電機廠股份有限公司","臺北市士林區忠誠里19鄰中山北路六段88號16樓","01"
"53021481","合作金庫證券股份有限公司","臺北市大安區車層里忠孝東路四段285號1樓","01"
"59068700","允強實業股份有限公司","彰化縣溪州鄉舊眉村中山路四段270號","01"
"80027874","台北港貨櫃碼頭股份有限公司","新北市八里區訊塘里7鄰廈竹圍25號","01"
"85023911","台灣大新創開發股份有限公司","臺北市大安區敦化南路二段206號7樓","01"
"22636630","國巨股份有限公司","新北市新店區寶橋路233-1號3樓及233-2號3樓","01"
"03546618","廣宇科技股份有限公司","新北市中和區碧河里建八路200號6樓","01"
"80357826","國泰創業投資股份有限公司","臺北市信義區忠孝東路5段68號7樓","01"
"22553878","裕元投資股份有限公司","臺北市大安區敦化南路2段207號31樓","01"
"22101116","華東科技股份有限公司","高雄市前鎮區北一路18號","01"
"11072304","大台北區瓦斯股份有限公司","臺北市松山區光復北路11巷35號1、2、4、5、13樓","01"
